YEAR,DISPOSITION,OFFENSE TYPE,RACE,DEFENDANT COUNT
2011,,Aggravated Battery,Black,1
2011,,Aggravated Battery With A Firearm,Black,1
2011,,Aggravated DUI,,2
2011,,Aggravated DUI,Black,2
2011,,Aggravated DUI,White [Hispanic or Latino],2
2011,,Aggravated Fleeing and Eluding,Black,1
2011,,Armed Robbery,Black,8
2011,,Armed Robbery,White,3
2011,,Armed Robbery,White [Hispanic or Latino],3
2011,,Arson,Black,1
2011,,Burglary,Black,5
2011,,Burglary,HISPANIC,1
2011,,Burglary,White [Hispanic or Latino],2
2011,,Criminal Damage to Property,,1
2011,,Criminal Damage to Property,White,1
2011,,Criminal Damage to Property,White [Hispanic or Latino],1
2011,,Domestic Battery,Black,1
2011,,Domestic Battery,White [Hispanic or Latino],1
2011,,Driving With Suspended Or Revoked License,,1
2011,,Driving With Suspended Or Revoked License,Black,1
2011,,Driving With Suspended Or Revoked License,White,1
2011,,DUI,,1
2011,,Escape - Failure to Return,Black,1
2011,,Forgery,Black,1
2011,,Fraudulent ID,White [Hispanic or Latino],1
2011,,Gun - Non UUW,Black,1
2011,,Homicide,,1
2011,,Homicide,Black,5
2011,,Narcotics,Black,13
2011,,Narcotics,HISPANIC,2
2011,,Possession Of Burglary Tools,White,1
2011,,Prostitution,Black,1
2011,,Retail Theft,Black,1
2011,,Robbery,Black,4
2011,,Sex Crimes,Black,2
2011,,Sex Crimes,White,1
2011,,Sex Crimes,White [Hispanic or Latino],1
2011,,Theft,Black,1
2011,,Theft,White,1
2011,,UUW - Unlawful Use of Weapon,Black,9
2011,,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],3
2011,,Vehicular Hijacking,Black,1
2011,,Vehicular Hijacking,White [Hispanic or Latino],3
2011,BFW,Aggravated Battery,White [Hispanic or Latino],1
2011,BFW,Aggravated DUI,HISPANIC,6
2011,BFW,Aggravated DUI,White,5
2011,BFW,Aggravated DUI,White [Hispanic or Latino],9
2011,BFW,Driving With Suspended Or Revoked License,,1
2011,BFW,Driving With Suspended Or Revoked License,HISPANIC,1
2011,BFW,Driving With Suspended Or Revoked License,White,1
2011,BFW,DUI,HISPANIC,3
2011,BFW,Identity Theft,White [Hispanic or Latino],1
2011,BFW,Narcotics,Black,1
2011,BFW,Narcotics,HISPANIC,1
2011,BFW,Narcotics,White,3
2011,BFW,Narcotics,White [Hispanic or Latino],3
2011,BFW,Other Offense,Asian,1
2011,BFW,PROMIS Conversion,Black,3
2011,BFW,PROMIS Conversion,White,1
2011,BFW,Residential Burglary,White,1
2011,BFW,Retail Theft,HISPANIC,1
2011,BFW,Retail Theft,White,3
2011,BFW,Sex Crimes,White,3
2011,BFW,Sex Crimes,White [Hispanic or Latino],2
2011,BFW,UUW - Unlawful Use of Weapon,Black,1
2011,BFW,Violate Bail Bond,HISPANIC,1
2011,BFW,Violate Bail Bond,White,1
2011,BFW,Violate Bail Bond,White [Hispanic or Latino],6
2011,Case Dismissed,Narcotics,Black,1
2011,Case Dismissed,Narcotics,White [Hispanic or Latino],1
2011,Case Dismissed,Possession of Stolen Motor Vehicle,White,1
2011,Case Dismissed,PROMIS Conversion,Black,3
2011,Case Dismissed,PROMIS Conversion,White,2
2011,Case Dismissed,Residential Burglary,White,1
2011,Charge Rejected,Narcotics,Black,2
2011,Charge Rejected,Narcotics,HISPANIC,1
2011,Charge Rejected,Narcotics,White,1
2011,Charge Rejected,PROMIS Conversion,Black,3
2011,Charge Rejected,PROMIS Conversion,HISPANIC,1
2011,Charge Rejected,PROMIS Conversion,White,1
2011,Charge Vacated,Narcotics,Black,1
2011,Death Suggested-Cause Abated,Aggravated Battery,White,2
2011,Death Suggested-Cause Abated,Aggravated Battery Police Officer,White,1
2011,Death Suggested-Cause Abated,Aggravated DUI,Black,2
2011,Death Suggested-Cause Abated,Aggravated DUI,White,3
2011,Death Suggested-Cause Abated,Aggravated DUI,White [Hispanic or Latino],1
2011,Death Suggested-Cause Abated,Attempt Homicide,White,1
2011,Death Suggested-Cause Abated,Burglary,Black,1
2011,Death Suggested-Cause Abated,Criminal Damage to Property,Black,1
2011,Death Suggested-Cause Abated,Driving With Suspended Or Revoked License,Black,1
2011,Death Suggested-Cause Abated,DUI,White,1
2011,Death Suggested-Cause Abated,Escape - Failure to Return,Black,1
2011,Death Suggested-Cause Abated,Forgery,White,2
2011,Death Suggested-Cause Abated,Fraud,White/Black [Hispanic or Latino],1
2011,Death Suggested-Cause Abated,Identity Theft,HISPANIC,1
2011,Death Suggested-Cause Abated,Narcotics,Black,10
2011,Death Suggested-Cause Abated,Narcotics,White,9
2011,Death Suggested-Cause Abated,Narcotics,White [Hispanic or Latino],1
2011,Nolle Prosecution,DUI,White,2
2011,Death Suggested-Cause Abated,Other Offense,White,2
2011,Death Suggested-Cause Abated,Possession of Stolen Motor Vehicle,Black,1
2011,Death Suggested-Cause Abated,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],1
2011,Death Suggested-Cause Abated,PROMIS Conversion,,1
2011,Death Suggested-Cause Abated,PROMIS Conversion,Black,12
2011,Death Suggested-Cause Abated,PROMIS Conversion,White,3
2011,Death Suggested-Cause Abated,Reckless Discharge of Firearm,Black,1
2011,Death Suggested-Cause Abated,Residential Burglary,Black,1
2011,Death Suggested-Cause Abated,Residential Burglary,White,1
2011,Death Suggested-Cause Abated,Residential Burglary,White [Hispanic or Latino],1
2011,Death Suggested-Cause Abated,Retail Theft,White,1
2011,Death Suggested-Cause Abated,Sex Crimes,White,1
2011,Death Suggested-Cause Abated,Theft,White,3
2011,Death Suggested-Cause Abated,UUW - Unlawful Use of Weapon,Black,5
2011,Finding Guilty,Aggravated Assault Police Officer,Black,1
2011,Finding Guilty,Aggravated Battery,,1
2011,Finding Guilty,Aggravated Battery,Black,9
2011,Finding Guilty,Aggravated Battery,White,3
2011,Finding Guilty,Aggravated Battery,White [Hispanic or Latino],3
2011,Finding Guilty,Aggravated Battery Police Officer,Black,23
2011,Finding Guilty,Aggravated Battery Police Officer,White,2
2011,Finding Guilty,Aggravated Battery Police Officer,White [Hispanic or Latino],1
2011,Finding Guilty,Aggravated Battery With A Firearm,Black,4
2011,Finding Guilty,Aggravated Discharge Firearm,HISPANIC,1
2011,Finding Guilty,Aggravated Discharge Firearm,White [Hispanic or Latino],1
2011,Finding Guilty,Aggravated DUI,Asian,1
2011,Finding Guilty,Aggravated DUI,Black,8
2011,Finding Guilty,Aggravated DUI,HISPANIC,9
2011,Finding Guilty,Aggravated DUI,White,6
2011,Finding Guilty,Aggravated DUI,White [Hispanic or Latino],14
2011,Finding Guilty,Aggravated Fleeing and Eluding,Black,5
2011,Finding Guilty,Aggravated Fleeing and Eluding,White,1
2011,Finding Guilty,Aggravated Robbery,Black,2
2011,Finding Guilty,Armed Robbery,Black,15
2011,Finding Guilty,Armed Violence,Black,3
2011,Finding Guilty,Arson,White,1
2011,Finding Guilty,Attempt Arson,Black,1
2011,Finding Guilty,Attempt Homicide,Black,1
2011,Finding Guilty,Attempt Homicide,HISPANIC,1
2011,Finding Guilty,Benefit Recipient Fraud,Black,1
2011,Finding Guilty,Burglary,Asian,1
2011,Finding Guilty,Burglary,Black,35
2011,Finding Guilty,Burglary,HISPANIC,1
2011,Finding Guilty,Burglary,White,5
2011,Finding Guilty,Burglary,White/Black [Hispanic or Latino],1
2011,Finding Guilty,Child Abduction,HISPANIC,1
2011,Finding Guilty,Child Abduction,White [Hispanic or Latino],3
2011,Finding Guilty,Credit Card Cases,Black,1
2011,Finding Guilty,Credit Card Cases,White,1
2011,Finding Guilty,Criminal Damage to Property,Black,5
2011,Finding Guilty,Criminal Damage to Property,White,4
2011,Finding Guilty,Disarming Police Officer,Black,1
2011,Finding Guilty,Domestic Battery,Black,11
2011,Finding Guilty,Domestic Battery,HISPANIC,1
2011,Finding Guilty,Domestic Battery,White,1
2011,Finding Guilty,Domestic Battery,White [Hispanic or Latino],1
2011,Finding Guilty,Driving With Suspended Or Revoked License,Black,12
2011,Finding Guilty,Driving With Suspended Or Revoked License,HISPANIC,2
2011,Finding Guilty,Driving With Suspended Or Revoked License,White,1
2011,Finding Guilty,Driving With Suspended Or Revoked License,White [Hispanic or Latino],4
2011,Finding Guilty,DUI,Black,3
2011,Finding Guilty,DUI,HISPANIC,2
2011,Finding Guilty,DUI,White,3
2011,Finding Guilty,Escape - Failure to Return,Black,4
2011,Finding Guilty,Failure to Register as a Sex Offender,Black,4
2011,Finding Guilty,Forgery,Black,5
2011,Finding Guilty,Forgery,White,1
2011,Finding Guilty,Fraud,Black,1
2011,Finding Guilty,Fraud,White,1
2011,Finding Guilty,Gun - Non UUW,Black,5
2011,Finding Guilty,Gun - Non UUW,White [Hispanic or Latino],1
2011,Finding Guilty,Home Invasion,Black,1
2011,Finding Guilty,Home Invasion,White [Hispanic or Latino],2
2011,Finding Guilty,Homicide,Black,1
2011,Finding Guilty,Homicide,White [Hispanic or Latino],2
2011,Finding Guilty,Identity Theft,Black,1
2011,Finding Guilty,Major Accidents,White [Hispanic or Latino],1
2011,Finding Guilty,Narcotics,Black,200
2011,Finding Guilty,Narcotics,HISPANIC,1
2011,Finding Guilty,Narcotics,White,15
2011,Finding Guilty,Narcotics,White [Hispanic or Latino],14
2011,Finding Guilty,Official Misconduct,White,1
2011,Finding Guilty,Other Offense,Asian,1
2011,Finding Guilty,Other Offense,Black,5
2011,Finding Guilty,Other Offense,HISPANIC,2
2011,Finding Guilty,Other Offense,White [Hispanic or Latino],4
2011,Finding Guilty,Possession of Contraband in Penal Institution,Black,1
2011,Finding Guilty,Possession of Contraband in Penal Institution,White [Hispanic or Latino],1
2011,Finding Guilty,Possession of Stolen Motor Vehicle,Black,11
2011,Finding Guilty,Possession of Stolen Motor Vehicle,HISPANIC,1
2011,Finding Guilty,Possession of Stolen Motor Vehicle,White,2
2011,Finding Guilty,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],1
2011,Finding Guilty,Possession of Stolen Motor Vehicle,White/Black [Hispanic or Latino],1
2011,Finding Guilty,PROMIS Conversion,,4
2011,Finding Guilty,PROMIS Conversion,Asian,1
2011,Finding Guilty,PROMIS Conversion,Black,308
2011,Finding Guilty,PROMIS Conversion,HISPANIC,62
2011,Finding Guilty,PROMIS Conversion,White,52
2011,Finding Guilty,PROMIS Conversion,White [Hispanic or Latino],3
2011,Finding Guilty,Prostitution,White [Hispanic or Latino],1
2011,Finding Guilty,Reckless Discharge of Firearm,Black,2
2011,Finding Guilty,Residential Burglary,Black,10
2011,Finding Guilty,Residential Burglary,White,3
2011,Finding Guilty,Residential Burglary,White [Hispanic or Latino],2
2011,Finding Guilty,Residential Burglary,White/Black [Hispanic or Latino],1
2011,Finding Guilty,Retail Theft,Asian,1
2011,Finding Guilty,Retail Theft,Black,16
2011,Finding Guilty,Retail Theft,White,1
2011,Finding Guilty,Retail Theft,White [Hispanic or Latino],3
2011,Finding Guilty,Robbery,Black,13
2011,Finding Guilty,Robbery,White,2
2011,Finding Guilty,Robbery,White [Hispanic or Latino],3
2011,Finding Guilty,Sex Crimes,Black,12
2011,Finding Guilty,Sex Crimes,HISPANIC,2
2011,Finding Guilty,Sex Crimes,White,1
2011,Finding Guilty,Sex Crimes,White [Hispanic or Latino],1
2011,Finding Guilty,Stalking,Black,1
2011,Finding Guilty,Theft,Black,4
2011,Finding Guilty,Theft,HISPANIC,1
2011,Finding Guilty,Theft,White,2
2011,Finding Guilty,Theft,White [Hispanic or Latino],1
2011,Finding Guilty,UUW - Unlawful Use of Weapon,Black,69
2011,Finding Guilty,UUW - Unlawful Use of Weapon,HISPANIC,3
2011,Finding Guilty,UUW - Unlawful Use of Weapon,White,2
2011,Finding Guilty,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],8
2011,Finding Guilty,UUW - Unlawful Use of Weapon,White/Black [Hispanic or Latino],2
2011,Finding Guilty,Vehicular Hijacking,Black,1
2011,Finding Guilty,Violation Order Of Protection,Black,2
2011,Finding Guilty,Violation Order Of Protection,White,1
2011,Finding Guilty - Lesser Included,Armed Robbery,White [Hispanic or Latino],1
2011,Finding Guilty - Lesser Included,Domestic Battery,Black,1
2011,Finding Guilty - Lesser Included,Narcotics,Black,3
2011,Finding Guilty - Lesser Included,PROMIS Conversion,,1
2011,Finding Guilty - Lesser Included,PROMIS Conversion,Black,3
2011,Finding Guilty - Lesser Included,Sex Crimes,HISPANIC,1
2011,Finding Guilty - Lesser Included,Sex Crimes,White [Hispanic or Latino],1
2011,Finding Guilty - Lesser Included,Theft by Deception,White [Hispanic or Latino],1
2011,Finding Guilty But Mentally Ill,PROMIS Conversion,Black,3
2011,Finding Not Not Guilty,Aggravated Battery,White [Hispanic or Latino],1
2011,Finding Not Not Guilty,Bribery,Black,1
2011,Finding Not Not Guilty,Burglary,Black,1
2011,Finding Not Not Guilty,Domestic Battery,Black,1
2011,Finding Not Not Guilty,Narcotics,,1
2011,Finding Not Not Guilty,Narcotics,Asian,1
2011,Finding Not Not Guilty,Narcotics,Black,9
2011,Finding Not Not Guilty,Narcotics,White [Hispanic or Latino],6
2011,Finding Not Not Guilty,PROMIS Conversion,Black,21
2011,Finding Not Not Guilty,PROMIS Conversion,HISPANIC,5
2011,Finding Not Not Guilty,PROMIS Conversion,White,2
2011,Finding Not Not Guilty,Retail Theft,Black,1
2011,Finding Not Not Guilty,Sex Crimes,Asian,1
2011,Finding Not Not Guilty,UUW - Unlawful Use of Weapon,Black,2
2011,Finding Not Not Guilty,UUW - Unlawful Use of Weapon,HISPANIC,2
2011,FNG,Aggravated Assault Police Officer,Black,2
2011,FNG,Aggravated Assault Police Officer,White [Hispanic or Latino],1
2011,FNG,Aggravated Battery,Black,8
2011,FNG,Aggravated Battery,HISPANIC,2
2011,FNG,Aggravated Battery,White,2
2011,FNG,Aggravated Battery,White [Hispanic or Latino],1
2011,FNG,Aggravated Battery Police Officer,Black,4
2011,FNG,Aggravated Battery Police Officer,HISPANIC,1
2011,FNG,Aggravated Battery Police Officer,White,1
2011,FNG,Aggravated Battery Police Officer,White [Hispanic or Latino],1
2011,FNG,Aggravated Battery With A Firearm,Black,3
2011,FNG,Aggravated Battery With A Firearm,White [Hispanic or Latino],1
2011,FNG,Aggravated Discharge Firearm,Black,3
2011,FNG,Aggravated DUI,,1
2011,FNG,Aggravated DUI,Asian,1
2011,FNG,Aggravated DUI,Black,9
2011,FNG,Aggravated DUI,HISPANIC,2
2011,FNG,Aggravated DUI,White,11
2011,FNG,Aggravated DUI,White [Hispanic or Latino],3
2011,FNG,Aggravated Fleeing and Eluding,Black,3
2011,FNG,Aggravated Robbery,Black,4
2011,FNG,Armed Robbery,Black,18
2011,FNG,Armed Robbery,HISPANIC,1
2011,FNG,Armed Robbery,White [Hispanic or Latino],3
2011,FNG,Arson,Black,2
2011,FNG,Arson,HISPANIC,1
2011,FNG,Arson,White [Hispanic or Latino],1
2011,FNG,Attempt Armed Robbery,Black,1
2011,FNG,Burglary,Black,12
2011,FNG,Burglary,White,1
2011,FNG,Burglary,White [Hispanic or Latino],3
2011,FNG,Communicating With Witness,Black,1
2011,FNG,Criminal Damage to Property,Black,1
2011,FNG,Criminal Damage to Property,HISPANIC,1
2011,FNG,Domestic Battery,Black,2
2011,FNG,Domestic Battery,White,1
2011,FNG,Domestic Battery,White [Hispanic or Latino],1
2011,FNG,Driving With Suspended Or Revoked License,Black,4
2011,FNG,Driving With Suspended Or Revoked License,White [Hispanic or Latino],2
2011,FNG,DUI,White,2
2011,FNG,Failure to Register as a Sex Offender,Black,11
2011,FNG,Forgery,Black,1
2011,FNG,Fraud,White [Hispanic or Latino],1
2011,FNG,Fraud,White/Black [Hispanic or Latino],1
2011,FNG,Fraudulent ID,White [Hispanic or Latino],1
2011,FNG,Gun - Non UUW,Black,7
2011,FNG,Home Invasion,Black,1
2011,FNG,Intimidation,Black,1
2011,FNG,Kidnapping,White,1
2011,FNG,Narcotics,,1
2011,FNG,Narcotics,Asian,2
2011,FNG,Narcotics,Black,175
2011,FNG,Narcotics,HISPANIC,1
2011,FNG,Narcotics,White,10
2011,FNG,Narcotics,White [Hispanic or Latino],24
2011,FNG,Narcotics,White/Black [Hispanic or Latino],1
2011,FNG,Obstructing Justice,,1
2011,FNG,Official Misconduct,White [Hispanic or Latino],1
2011,FNG,Other Offense,Black,7
2011,FNG,Other Offense,White,5
2011,FNG,Possession of Contraband in Penal Institution,Black,1
2011,FNG,Possession of Stolen Motor Vehicle,,1
2011,FNG,Possession of Stolen Motor Vehicle,Black,10
2011,FNG,Possession of Stolen Motor Vehicle,White,1
2011,FNG,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],1
2011,FNG,PROMIS Conversion,ASIAN,1
2011,FNG,PROMIS Conversion,Black,178
2011,FNG,PROMIS Conversion,HISPANIC,46
2011,FNG,PROMIS Conversion,White,29
2011,FNG,PROMIS Conversion,White [Hispanic or Latino],7
2011,FNG,Reckless Discharge of Firearm,Black,4
2011,FNG,Residential Burglary,Black,9
2011,FNG,Residential Burglary,White,1
2011,FNG,Residential Burglary,White [Hispanic or Latino],2
2011,FNG,Residential Burglary,White/Black [Hispanic or Latino],1
2011,FNG,Retail Theft,Black,1
2011,FNG,Retail Theft,White,2
2011,FNG,Robbery,Black,6
2011,FNG,Robbery,White,1
2011,FNG,Robbery,White [Hispanic or Latino],1
2011,FNG,Sex Crimes,Black,6
2011,FNG,Sex Crimes,HISPANIC,2
2011,FNG,Sex Crimes,White,3
2011,FNG,Sex Crimes,White [Hispanic or Latino],4
2011,FNG,Stalking,Asian,1
2011,FNG,Theft,Black,2
2011,FNG,Theft,HISPANIC,1
2011,FNG,Theft,White,4
2011,FNG,UUW - Unlawful Use of Weapon,Asian,2
2011,FNG,UUW - Unlawful Use of Weapon,Black,122
2011,FNG,UUW - Unlawful Use of Weapon,HISPANIC,1
2011,FNG,UUW - Unlawful Use of Weapon,White,12
2011,FNG,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],15
2011,FNG,Violation of Sex Offender Registration,Black,1
2011,FNG,Violation Order Of Protection,White,1
2011,FNG Reason Insanity,Aggravated Battery Police Officer,Black,2
2011,FNG Reason Insanity,Aggravated DUI,White,1
2011,FNG Reason Insanity,Arson,Black,1
2011,FNG Reason Insanity,Domestic Battery,White [Hispanic or Latino],1
2011,FNG Reason Insanity,Other Offense,White,1
2011,FNG Reason Insanity,PROMIS Conversion,Black,9
2011,FNG Reason Insanity,PROMIS Conversion,HISPANIC,2
2011,FNG Reason Insanity,PROMIS Conversion,White,5
2011,FNG Reason Insanity,Prostitution,Black,1
2011,FNPC,Aggravated Assault Police Officer,Black,1
2011,FNPC,Aggravated Battery,Black,1
2011,FNPC,Aggravated Battery,White [Hispanic or Latino],3
2011,FNPC,Aggravated Battery Police Officer,Black,1
2011,FNPC,Aggravated Battery Police Officer,HISPANIC,3
2011,FNPC,Aggravated Battery Police Officer,White,4
2011,FNPC,Aggravated Battery Police Officer,White [Hispanic or Latino],2
2011,FNPC,Aggravated DUI,,1
2011,FNPC,Aggravated DUI,Black,2
2011,FNPC,Aggravated DUI,HISPANIC,5
2011,FNPC,Aggravated DUI,White,1
2011,FNPC,Aggravated DUI,White [Hispanic or Latino],1
2011,FNPC,Aggravated Fleeing and Eluding,Black,1
2011,FNPC,Armed Robbery,Black,1
2011,FNPC,Armed Robbery,White [Hispanic or Latino],1
2011,FNPC,Bribery,White [Hispanic or Latino],1
2011,FNPC,Burglary,,1
2011,FNPC,Burglary,Black,17
2011,FNPC,Burglary,HISPANIC,1
2011,FNPC,Burglary,White,3
2011,FNPC,Burglary,White [Hispanic or Latino],4
2011,FNPC,Burglary,White/Black [Hispanic or Latino],1
2011,FNPC,Criminal Damage to Property,Black,5
2011,FNPC,Criminal Damage to Property,White,6
2011,FNPC,Criminal Damage to Property,White [Hispanic or Latino],3
2011,FNPC,Domestic Battery,Black,1
2011,FNPC,Domestic Battery,White,1
2011,FNPC,Domestic Battery,White [Hispanic or Latino],1
2011,FNPC,Driving With Suspended Or Revoked License,,2
2011,FNPC,Driving With Suspended Or Revoked License,Black,3
2011,FNPC,Driving With Suspended Or Revoked License,White,3
2011,FNPC,Driving With Suspended Or Revoked License,White [Hispanic or Latino],1
2011,FNPC,DUI,Black,1
2011,FNPC,DUI,HISPANIC,1
2011,FNPC,Failure to Register as a Sex Offender,Black,1
2011,FNPC,Failure to Register as a Sex Offender,White,1
2011,FNPC,Forgery,,1
2011,FNPC,Forgery,Black,1
2011,FNPC,Forgery,White [Hispanic or Latino],1
2011,FNPC,Fraud,HISPANIC,1
2011,FNPC,Fraud,White [Hispanic or Latino],1
2011,FNPC,Fraudulent ID,Black,1
2011,FNPC,Fraudulent ID,HISPANIC,1
2011,FNPC,Gambling,Black,1
2011,FNPC,Gun Running,Black,1
2011,FNPC,Hate Crimes,Black,1
2011,FNPC,Intimidation,Black,1
2011,FNPC,Kidnapping,White,1
2011,FNPC,Major Accidents,Black,1
2011,FNPC,Narcotics,,39
2011,FNPC,Narcotics,American Indian,1
2011,FNPC,Narcotics,Asian,20
2011,FNPC,Narcotics,Black,4173
2011,FNPC,Narcotics,HISPANIC,57
2011,FNPC,Narcotics,Unknown,2
2011,FNPC,Narcotics,White,647
2011,FNPC,Narcotics,White [Hispanic or Latino],766
2011,FNPC,Narcotics,White/Black [Hispanic or Latino],32
2011,FNPC,Obstructing Justice,Black,11
2011,FNPC,Obstructing Justice,White,2
2011,FNPC,Obstructing Justice,White [Hispanic or Latino],1
2011,FNPC,Other Offense,,1
2011,FNPC,Other Offense,Black,12
2011,FNPC,Other Offense,White,4
2011,FNPC,Other Offense,White [Hispanic or Latino],1
2011,FNPC,Possession Of Burglary Tools,Black,3
2011,FNPC,Possession Of Burglary Tools,White,1
2011,FNPC,Possession of Stolen Motor Vehicle,Black,19
2011,FNPC,Possession of Stolen Motor Vehicle,HISPANIC,2
2011,FNPC,Possession of Stolen Motor Vehicle,White,3
2011,FNPC,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],2
2011,FNPC,PROMIS Conversion,Black,4
2011,FNPC,PROMIS Conversion,HISPANIC,5
2011,FNPC,PROMIS Conversion,White,3
2011,FNPC,Prostitution,,7
2011,FNPC,Prostitution,Black,109
2011,FNPC,Prostitution,HISPANIC,5
2011,FNPC,Prostitution,White,12
2011,FNPC,Prostitution,White [Hispanic or Latino],6
2011,FNPC,Prostitution,White/Black [Hispanic or Latino],1
2011,FNPC,Reckless Discharge of Firearm,Black,1
2011,FNPC,Residential Burglary,Black,1
2011,FNPC,Residential Burglary,White,1
2011,FNPC,Residential Burglary,White [Hispanic or Latino],1
2011,FNPC,Retail Theft,,3
2011,FNPC,Retail Theft,American Indian,1
2011,FNPC,Retail Theft,Black,95
2011,FNPC,Retail Theft,HISPANIC,2
2011,FNPC,Retail Theft,White,20
2011,FNPC,Retail Theft,White [Hispanic or Latino],4
2011,FNPC,Robbery,,2
2011,FNPC,Robbery,Black,9
2011,FNPC,Robbery,HISPANIC,1
2011,FNPC,Robbery,White,1
2011,FNPC,Sex Crimes,,1
2011,FNPC,Sex Crimes,Asian,1
2011,FNPC,Sex Crimes,Black,2
2011,FNPC,Theft,,3
2011,FNPC,Theft,American Indian,1
2011,FNPC,Theft,Black,11
2011,FNPC,Theft,HISPANIC,2
2011,FNPC,Theft,White,7
2011,FNPC,Theft,White [Hispanic or Latino],2
2011,FNPC,Theft by Deception,White,2
2011,FNPC,UUW - Unlawful Use of Weapon,,4
2011,FNPC,UUW - Unlawful Use of Weapon,Black,33
2011,FNPC,UUW - Unlawful Use of Weapon,HISPANIC,2
2011,FNPC,UUW - Unlawful Use of Weapon,White,4
2011,FNPC,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],1
2011,FNPC,Vehicular Hijacking,Black,1
2011,FNPC,Violation Order Of Protection,White,1
2011,Mistrial Declared,Narcotics,Black,18
2011,Mistrial Declared,Narcotics,White,2
2011,Mistrial Declared,Narcotics,White [Hispanic or Latino],1
2011,Nolle Pros - Aonic,PROMIS Conversion,Black,1
2011,Nolle Prosecution,Aggravated Assault Police Officer,White,2
2011,Nolle Prosecution,Aggravated Battery,,1
2011,Nolle Prosecution,Aggravated Battery,Black,11
2011,Nolle Prosecution,Aggravated Battery,HISPANIC,3
2011,Nolle Prosecution,Aggravated Battery,White,6
2011,Nolle Prosecution,Aggravated Battery,White [Hispanic or Latino],3
2011,Nolle Prosecution,Aggravated Battery Police Officer,Black,7
2011,Nolle Prosecution,Aggravated Battery Police Officer,White,2
2011,Nolle Prosecution,Aggravated Battery Police Officer,White [Hispanic or Latino],6
2011,Nolle Prosecution,Aggravated Battery With A Firearm,Asian,1
2011,Nolle Prosecution,Aggravated Battery With A Firearm,Black,6
2011,Nolle Prosecution,DUI,White [Hispanic or Latino],2
2011,Nolle Prosecution,Aggravated Battery With A Firearm,White [Hispanic or Latino],1
2011,Nolle Prosecution,Aggravated Discharge Firearm,Black,4
2011,Nolle Prosecution,Aggravated Discharge Firearm,White [Hispanic or Latino],1
2011,Nolle Prosecution,Aggravated DUI,Black,9
2011,Nolle Prosecution,Aggravated DUI,HISPANIC,4
2011,Nolle Prosecution,Aggravated DUI,White,7
2011,Nolle Prosecution,Aggravated DUI,White [Hispanic or Latino],6
2011,Nolle Prosecution,Aggravated Fleeing and Eluding,Black,2
2011,Nolle Prosecution,Aggravated Fleeing and Eluding,White,1
2011,Nolle Prosecution,Aggravated Robbery,Black,5
2011,Nolle Prosecution,Armed Robbery,Black,20
2011,Nolle Prosecution,Armed Violence,Asian,1
2011,Nolle Prosecution,Armed Violence,Black,1
2011,Nolle Prosecution,Arson,White,1
2011,Nolle Prosecution,Attempt Armed Robbery,Black,1
2011,Nolle Prosecution,Attempt Homicide,Black,3
2011,Nolle Prosecution,Burglary,American Indian,1
2011,Nolle Prosecution,Burglary,Asian,5
2011,Nolle Prosecution,Burglary,Black,22
2011,Nolle Prosecution,Burglary,HISPANIC,2
2011,Nolle Prosecution,Burglary,White,27
2011,Nolle Prosecution,Burglary,White [Hispanic or Latino],12
2011,Nolle Prosecution,Child Abduction,White [Hispanic or Latino],2
2011,Nolle Prosecution,Communicating With Witness,White [Hispanic or Latino],1
2011,Nolle Prosecution,Compelling Gang Membership,Black,1
2011,Nolle Prosecution,Credit Card Cases,Black,7
2011,Nolle Prosecution,Credit Card Cases,White,7
2011,Nolle Prosecution,Criminal Damage to Property,Black,8
2011,Nolle Prosecution,Criminal Damage to Property,HISPANIC,1
2011,Nolle Prosecution,Criminal Damage to Property,White,10
2011,Nolle Prosecution,Criminal Damage to Property,White [Hispanic or Latino],2
2011,Nolle Prosecution,Criminal Trespass To Residence,Black,1
2011,Nolle Prosecution,Criminal Trespass To Residence,White,2
2011,Nolle Prosecution,Deceptive Practice,Black,2
2011,Nolle Prosecution,Deceptive Practice,White,1
2011,Nolle Prosecution,Domestic Battery,Black,2
2011,Nolle Prosecution,Domestic Battery,HISPANIC,1
2011,Nolle Prosecution,Domestic Battery,White,2
2011,Nolle Prosecution,Domestic Battery,White [Hispanic or Latino],2
2011,Nolle Prosecution,Driving With Suspended Or Revoked License,,1
2011,Nolle Prosecution,Driving With Suspended Or Revoked License,Black,16
2011,Nolle Prosecution,Driving With Suspended Or Revoked License,HISPANIC,3
2011,Nolle Prosecution,Driving With Suspended Or Revoked License,White,6
2011,Nolle Prosecution,Driving With Suspended Or Revoked License,White [Hispanic or Latino],2
2011,Nolle Prosecution,DUI,Black,1
2011,Nolle Prosecution,Escape - Failure to Return,Black,5
2011,Nolle Prosecution,Escape - Failure to Return,White,1
2011,Nolle Prosecution,Escape - Failure to Return,White [Hispanic or Latino],1
2011,Nolle Prosecution,Failure to Register as a Sex Offender,Black,7
