YEAR,DISPOSITION,OFFENSE TYPE,RACE,DEFENDANT COUNT
2012,Nolle Prosecution,Failure to Register as a Sex Offender,Black,26
2012,Nolle Prosecution,Failure to Register as a Sex Offender,White,1
2012,Nolle Prosecution,Forgery,Black,25
2012,Nolle Prosecution,Forgery,HISPANIC,3
2012,Nolle Prosecution,Forgery,White,13
2012,Nolle Prosecution,Fraud,Black,2
2012,Nolle Prosecution,Fraud,White,4
2012,Nolle Prosecution,Fraudulent ID,,2
2012,Nolle Prosecution,Fraudulent ID,Black,6
2012,Nolle Prosecution,Fraudulent ID,HISPANIC,3
2012,Nolle Prosecution,Fraudulent ID,White,3
2012,Nolle Prosecution,Fraudulent ID,White [Hispanic or Latino],10
2012,Nolle Prosecution,Gun - Non UUW,Black,3
2012,Nolle Prosecution,Gun - Non UUW,White,1
2012,Nolle Prosecution,Hate Crimes,White,1
2012,Nolle Prosecution,Home Invasion,Black,4
2012,Nolle Prosecution,Home Invasion,White,1
2012,Nolle Prosecution,Home Invasion,White [Hispanic or Latino],1
2012,Nolle Prosecution,Homicide,Black,5
2012,Nolle Prosecution,Identity Theft,Black,13
2012,Nolle Prosecution,Identity Theft,Unknown,1
2012,Nolle Prosecution,Identity Theft,White,4
2012,Nolle Prosecution,Impersonating Police Officer,Black,1
2012,Nolle Prosecution,Impersonating Police Officer,White,2
2012,Nolle Prosecution,Intimidation,Black,1
2012,Nolle Prosecution,Kidnapping,Black,1
2012,Nolle Prosecution,Narcotics,,35
2012,Nolle Prosecution,Narcotics,American Indian,2
2012,Nolle Prosecution,Narcotics,Asian,38
2012,Nolle Prosecution,Narcotics,Black,3125
2012,Nolle Prosecution,Narcotics,HISPANIC,27
2012,Nolle Prosecution,Narcotics,Unknown,10
2012,Nolle Prosecution,Narcotics,White,885
2012,Nolle Prosecution,Narcotics,White [Hispanic or Latino],721
2012,Nolle Prosecution,Narcotics,White/Black [Hispanic or Latino],17
2012,Nolle Prosecution,Obstructing Justice,Black,4
2012,Nolle Prosecution,Obstructing Justice,White [Hispanic or Latino],1
2012,Nolle Prosecution,Official Misconduct,Black,2
2012,Nolle Prosecution,Other Offense,,1
2012,Nolle Prosecution,Other Offense,Asian,1
2012,Nolle Prosecution,Other Offense,Black,33
2012,Nolle Prosecution,Other Offense,HISPANIC,5
2012,Nolle Prosecution,Other Offense,White,13
2012,Nolle Prosecution,Other Offense,White [Hispanic or Latino],8
2012,Nolle Prosecution,Possession Of Burglary Tools,Black,5
2012,Nolle Prosecution,Possession Of Burglary Tools,White,1
2012,Nolle Prosecution,Possession of Contraband in Penal Institution,Black,8
2012,Nolle Prosecution,Possession of Contraband in Penal Institution,Unknown,1
2012,Nolle Prosecution,Possession of Contraband in Penal Institution,White,1
2012,Nolle Prosecution,Possession of Contraband in Penal Institution,White [Hispanic or Latino],3
2012,Nolle Prosecution,Possession of Shank in Penal Institution,Black,2
2012,Nolle Prosecution,Possession of Stolen Motor Vehicle,,4
2012,Nolle Prosecution,Possession of Stolen Motor Vehicle,Black,23
2012,Nolle Prosecution,Possession of Stolen Motor Vehicle,HISPANIC,3
2012,Nolle Prosecution,Possession of Stolen Motor Vehicle,White,4
2012,Nolle Prosecution,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],1
2012,Nolle Prosecution,PROMIS Conversion,,6
2012,Nolle Prosecution,PROMIS Conversion,American Indian,1
2012,Nolle Prosecution,PROMIS Conversion,ASIAN,3
2012,Nolle Prosecution,PROMIS Conversion,Black,179
2012,Nolle Prosecution,PROMIS Conversion,HISPANIC,39
2012,Nolle Prosecution,PROMIS Conversion,White,67
2012,Nolle Prosecution,PROMIS Conversion,White [Hispanic or Latino],1
2012,Nolle Prosecution,Prostitution,Black,15
2012,Nolle Prosecution,Prostitution,HISPANIC,1
2012,Nolle Prosecution,Prostitution,White,4
2012,Nolle Prosecution,Reckless Discharge of Firearm,Black,3
2012,Nolle Prosecution,Residential Burglary,,1
2012,Nolle Prosecution,Residential Burglary,Black,24
2012,Nolle Prosecution,Residential Burglary,HISPANIC,1
2012,Nolle Prosecution,Residential Burglary,White,15
2012,Nolle Prosecution,Residential Burglary,White [Hispanic or Latino],2
2012,Nolle Prosecution,Retail Theft,,24
2012,Nolle Prosecution,Retail Theft,Asian,11
2012,Nolle Prosecution,Retail Theft,Biracial,4
2012,Nolle Prosecution,Retail Theft,Black,376
2012,Nolle Prosecution,Retail Theft,HISPANIC,20
2012,Nolle Prosecution,Retail Theft,Unknown,2
2012,Nolle Prosecution,Retail Theft,White,88
2012,Nolle Prosecution,Retail Theft,White [Hispanic or Latino],36
2012,Nolle Prosecution,Retail Theft,White/Black [Hispanic or Latino],2
2012,Nolle Prosecution,Robbery,,2
2012,Nolle Prosecution,Robbery,Biracial,1
2012,Nolle Prosecution,Robbery,Black,27
2012,Nolle Prosecution,Robbery,HISPANIC,4
2012,Nolle Prosecution,Robbery,White,4
2012,Nolle Prosecution,Robbery,White [Hispanic or Latino],3
2012,Nolle Prosecution,Sex Crimes,Black,9
2012,Nolle Prosecution,Sex Crimes,HISPANIC,4
2012,Nolle Prosecution,Sex Crimes,White,4
2012,Nolle Prosecution,Sex Crimes,White [Hispanic or Latino],14
2012,Nolle Prosecution,Stalking,White,1
2012,Nolle Prosecution,Tampering,White,1
2012,Nolle Prosecution,Theft,,1
2012,Nolle Prosecution,Theft,Asian,1
2012,Nolle Prosecution,Theft,Black,65
2012,Nolle Prosecution,Theft,HISPANIC,4
2012,Nolle Prosecution,Theft,White,33
2012,Nolle Prosecution,Theft,White [Hispanic or Latino],6
2012,Nolle Prosecution,Theft by Deception,Black,2
2012,Nolle Prosecution,Unlawful Restraint,Black,1
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,,3
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,Asian,4
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,Black,268
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,HISPANIC,5
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,Unknown,2
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,White,15
2012,Nolle Prosecution,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],27
2012,Nolle Prosecution,Vehicular Hijacking,Black,2
2012,Nolle Prosecution,Vehicular Invasion,White [Hispanic or Latino],1
2012,Nolle Prosecution,Violate Bail Bond,Black,4
2012,Nolle Prosecution,Violate Bail Bond,White,1
2012,Nolle Prosecution,Violate Bail Bond,White [Hispanic or Latino],1
2012,Nolle Prosecution,Violation Order Of Protection,Black,4
2012,Nolle Prosecution,Violation Order Of Protection,White,2
2012,Plea Of Guilty,Aggravated Assault Police Officer,,1
2012,Plea Of Guilty,Aggravated Assault Police Officer,Black,30
2012,Plea Of Guilty,Aggravated Assault Police Officer,HISPANIC,1
2012,Plea Of Guilty,Aggravated Assault Police Officer,Unknown,1
2012,Plea Of Guilty,Aggravated Assault Police Officer,White,8
2012,Plea Of Guilty,Aggravated Assault Police Officer,White [Hispanic or Latino],2
2012,Plea Of Guilty,Aggravated Assault Police Officer Firearm,Black,12
2012,Plea Of Guilty,Aggravated Assault Police Officer Firearm,White [Hispanic or Latino],2
2012,Plea Of Guilty,Aggravated Battery,,1
2012,Plea Of Guilty,Aggravated Battery,American Indian,1
2012,Plea Of Guilty,Aggravated Battery,Asian,4
2012,Plea Of Guilty,Aggravated Battery,Black,167
2012,Plea Of Guilty,Aggravated Battery,HISPANIC,9
2012,Plea Of Guilty,Aggravated Battery,White,64
2012,Plea Of Guilty,Aggravated Battery,White [Hispanic or Latino],65
2012,Plea Of Guilty,Aggravated Battery,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Aggravated Battery Police Officer,,4
2012,Plea Of Guilty,Aggravated Battery Police Officer,Asian,2
2012,Plea Of Guilty,Aggravated Battery Police Officer,Black,281
2012,Plea Of Guilty,Aggravated Battery Police Officer,HISPANIC,12
2012,Plea Of Guilty,Aggravated Battery Police Officer,White,69
2012,Plea Of Guilty,Aggravated Battery Police Officer,White [Hispanic or Latino],67
2012,Plea Of Guilty,Aggravated Battery Police Officer,White/Black [Hispanic or Latino],4
2012,Plea Of Guilty,Aggravated Battery Police Officer Firearm,Black,3
2012,Plea Of Guilty,Aggravated Battery Police Officer Firearm,White [Hispanic or Latino],1
2012,Plea Of Guilty,Aggravated Battery With A Firearm,Black,31
2012,Plea Of Guilty,Aggravated Battery With A Firearm,White,2
2012,Plea Of Guilty,Aggravated Battery With A Firearm,White [Hispanic or Latino],8
2012,Plea Of Guilty,Aggravated Discharge Firearm,Asian,1
2012,Plea Of Guilty,Aggravated Discharge Firearm,Black,28
2012,Plea Of Guilty,Aggravated Discharge Firearm,White,6
2012,Plea Of Guilty,Aggravated Discharge Firearm,White [Hispanic or Latino],11
2012,Plea Of Guilty,Aggravated Discharge Firearm,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Aggravated DUI,,16
2012,Plea Of Guilty,Aggravated DUI,Asian,6
2012,Plea Of Guilty,Aggravated DUI,Black,416
2012,Plea Of Guilty,Aggravated DUI,HISPANIC,191
2012,Plea Of Guilty,Aggravated DUI,Unknown,2
2012,Plea Of Guilty,Aggravated DUI,White,206
2012,Plea Of Guilty,Aggravated DUI,White [Hispanic or Latino],599
2012,Plea Of Guilty,Aggravated DUI,White/Black [Hispanic or Latino],5
2012,Plea Of Guilty,Aggravated Fleeing and Eluding,,3
2012,Plea Of Guilty,Aggravated Fleeing and Eluding,Black,103
2012,Plea Of Guilty,Aggravated Fleeing and Eluding,HISPANIC,6
2012,Plea Of Guilty,Aggravated Fleeing and Eluding,White,27
2012,Plea Of Guilty,Aggravated Fleeing and Eluding,White [Hispanic or Latino],20
2012,Plea Of Guilty,Aggravated Identity Theft,Black,17
2012,Plea Of Guilty,Aggravated Identity Theft,White,4
2012,Plea Of Guilty,Aggravated Robbery,,2
2012,Plea Of Guilty,Aggravated Robbery,American Indian,1
2012,Plea Of Guilty,Aggravated Robbery,Black,126
2012,Plea Of Guilty,Aggravated Robbery,White,11
2012,Plea Of Guilty,Aggravated Robbery,White [Hispanic or Latino],26
2012,Plea Of Guilty,Aggravated Robbery,White/Black [Hispanic or Latino],3
2012,Plea Of Guilty,Aggravated Robbery BB Gun,Black,14
2012,Plea Of Guilty,Aggravated Robbery BB Gun,White,3
2012,Plea Of Guilty,Aggravated Robbery BB Gun,White [Hispanic or Latino],2
2012,Plea Of Guilty,Armed Robbery,,2
2012,Plea Of Guilty,Armed Robbery,American Indian,3
2012,Plea Of Guilty,Armed Robbery,Asian,2
2012,Plea Of Guilty,Armed Robbery,Black,358
2012,Plea Of Guilty,Armed Robbery,HISPANIC,1
2012,Plea Of Guilty,Armed Robbery,White,23
2012,Plea Of Guilty,Armed Robbery,White [Hispanic or Latino],43
2012,Plea Of Guilty,Armed Robbery,White/Black [Hispanic or Latino],3
2012,Plea Of Guilty,Armed Violence,Black,10
2012,Plea Of Guilty,Armed Violence,White,2
2012,Plea Of Guilty,Armed Violence,White [Hispanic or Latino],2
2012,Plea Of Guilty,Arson,Asian,1
2012,Plea Of Guilty,Arson,Black,12
2012,Plea Of Guilty,Arson,HISPANIC,1
2012,Plea Of Guilty,Arson,White,2
2012,Plea Of Guilty,Arson,White [Hispanic or Latino],8
2012,Plea Of Guilty,Arson and Attempt Arson,Black,2
2012,Plea Of Guilty,Arson and Attempt Arson,White [Hispanic or Latino],1
2012,Plea Of Guilty,Attempt Armed Robbery,Black,32
2012,Plea Of Guilty,Attempt Armed Robbery,White,1
2012,Plea Of Guilty,Attempt Armed Robbery,White [Hispanic or Latino],6
2012,Plea Of Guilty,Attempt Arson,White [Hispanic or Latino],1
2012,Plea Of Guilty,Attempt Homicide,Black,23
2012,Plea Of Guilty,Attempt Homicide,HISPANIC,1
2012,Plea Of Guilty,Attempt Homicide,White,4
2012,Plea Of Guilty,Attempt Homicide,White [Hispanic or Latino],5
2012,Plea Of Guilty,Attempt Sex Crimes,Black,3
2012,Plea Of Guilty,Attempt Sex Crimes,White,1
2012,Plea Of Guilty,Attempt Vehicular Hijacking,Black,9
2012,Plea Of Guilty,Attempt Vehicular Hijacking,White [Hispanic or Latino],1
2012,Plea Of Guilty,Battery,,1
2012,Plea Of Guilty,Battery,Black,4
2012,Plea Of Guilty,Battery,White,7
2012,Plea Of Guilty,Bomb Threat,Black,1
2012,Plea Of Guilty,Bribery,Black,4
2012,Plea Of Guilty,Bribery,White,2
2012,Plea Of Guilty,Burglary,,10
2012,Plea Of Guilty,Burglary,Asian,8
2012,Plea Of Guilty,Burglary,Black,940
2012,Plea Of Guilty,Burglary,HISPANIC,25
2012,Plea Of Guilty,Burglary,White,300
2012,Plea Of Guilty,Burglary,White [Hispanic or Latino],236
2012,Plea Of Guilty,Burglary,White/Black [Hispanic or Latino],9
2012,Plea Of Guilty,Child Abduction,Black,1
2012,Plea Of Guilty,Child Abduction,White,1
2012,Plea Of Guilty,Child Abduction,White [Hispanic or Latino],1
2012,Plea Of Guilty,Child Pornography,White,11
2012,Plea Of Guilty,Communicating With Witness,Black,2
2012,Plea Of Guilty,Communicating With Witness,White,2
2012,Plea Of Guilty,Communicating With Witness,White [Hispanic or Latino],2
2012,Plea Of Guilty,Credit Card Cases,,1
2012,Plea Of Guilty,Credit Card Cases,Albino,1
2012,Plea Of Guilty,Credit Card Cases,Asian,2
2012,Plea Of Guilty,Credit Card Cases,Black,101
2012,Plea Of Guilty,Credit Card Cases,HISPANIC,2
2012,Plea Of Guilty,Credit Card Cases,White,35
2012,Plea Of Guilty,Credit Card Cases,White [Hispanic or Latino],3
2012,Plea Of Guilty,Criminal Damage to Property,,2
2012,Plea Of Guilty,Criminal Damage to Property,American Indian,1
2012,Plea Of Guilty,Criminal Damage to Property,Asian,4
2012,Plea Of Guilty,Criminal Damage to Property,Black,93
2012,Plea Of Guilty,Criminal Damage to Property,HISPANIC,12
2012,Plea Of Guilty,Criminal Damage to Property,White,56
2012,Plea Of Guilty,Criminal Damage to Property,White [Hispanic or Latino],40
2012,Plea Of Guilty,Criminal Damage to Property,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Criminal Trespass To Residence,Black,3
2012,Plea Of Guilty,Criminal Trespass To Residence,White,4
2012,Plea Of Guilty,Criminal Trespass To Residence,White [Hispanic or Latino],2
2012,Plea Of Guilty,Deceptive Practice,Black,20
2012,Plea Of Guilty,Deceptive Practice,White,8
2012,Plea Of Guilty,Deceptive Practice,White [Hispanic or Latino],1
2012,Plea Of Guilty,Deceptive Practice,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Disarming Police Officer,Black,7
2012,Plea Of Guilty,Disarming Police Officer,White,3
2012,Plea Of Guilty,Disarming Police Officer,White [Hispanic or Latino],1
2012,Plea Of Guilty,Dog Fighting,Black,4
2012,Plea Of Guilty,Dog Fighting,White,1
2012,Plea Of Guilty,Domestic Battery,Black,49
2012,Plea Of Guilty,Domestic Battery,White,20
2012,Plea Of Guilty,Domestic Battery,White [Hispanic or Latino],18
2012,Plea Of Guilty,Domestic Battery,White/Black [Hispanic or Latino],2
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,,14
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,Asian,3
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,Black,448
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,HISPANIC,70
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,White,138
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,White [Hispanic or Latino],175
2012,Plea Of Guilty,Driving With Suspended Or Revoked License,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,DUI,,2
2012,Plea Of Guilty,DUI,American Indian,1
2012,Plea Of Guilty,DUI,Asian,1
2012,Plea Of Guilty,DUI,Black,109
2012,Plea Of Guilty,DUI,HISPANIC,56
2012,Plea Of Guilty,DUI,White,51
2012,Plea Of Guilty,DUI,White [Hispanic or Latino],187
2012,Plea Of Guilty,DUI,White/Black [Hispanic or Latino],3
2012,Plea Of Guilty,Escape - Failure to Return,Black,260
2012,Plea Of Guilty,Escape - Failure to Return,White,27
2012,Plea Of Guilty,Escape - Failure to Return,White [Hispanic or Latino],13
2012,Plea Of Guilty,Escape - Failure to Return,White/Black [Hispanic or Latino],2
2012,Plea Of Guilty,Failure to Register as a Sex Offender,,3
2012,Plea Of Guilty,Failure to Register as a Sex Offender,Black,187
2012,Plea Of Guilty,Failure to Register as a Sex Offender,HISPANIC,1
2012,Plea Of Guilty,Failure to Register as a Sex Offender,White,48
2012,Plea Of Guilty,Failure to Register as a Sex Offender,White [Hispanic or Latino],21
2012,Plea Of Guilty,Failure to Register as a Sex Offender,White/Black [Hispanic or Latino],2
2012,Plea Of Guilty,Forgery,,2
2012,Plea Of Guilty,Forgery,Asian,3
2012,Plea Of Guilty,Forgery,Black,258
2012,Plea Of Guilty,Forgery,HISPANIC,4
2012,Plea Of Guilty,Forgery,Unknown,2
2012,Plea Of Guilty,Forgery,White,68
2012,Plea Of Guilty,Forgery,White [Hispanic or Latino],19
2012,Plea Of Guilty,Fraud,,1
2012,Plea Of Guilty,Fraud,Asian,3
2012,Plea Of Guilty,Fraud,Black,12
2012,Plea Of Guilty,Fraud,White,15
2012,Plea Of Guilty,Fraud,White [Hispanic or Latino],1
2012,Plea Of Guilty,Fraudulent ID,,2
2012,Plea Of Guilty,Fraudulent ID,Black,12
2012,Plea Of Guilty,Fraudulent ID,HISPANIC,9
2012,Plea Of Guilty,Fraudulent ID,White,7
2012,Plea Of Guilty,Fraudulent ID,White [Hispanic or Latino],26
2012,Plea Of Guilty,Gun - Non UUW,Black,36
2012,Plea Of Guilty,Gun - Non UUW,White,2
2012,Plea Of Guilty,Gun - Non UUW,White [Hispanic or Latino],6
2012,Plea Of Guilty,Gun Running,Asian,1
2012,Plea Of Guilty,Gun Running,Black,3
2012,Plea Of Guilty,Gun Running,White [Hispanic or Latino],1
2012,Plea Of Guilty,Hate Crimes,White,4
2012,Plea Of Guilty,Hate Crimes,White [Hispanic or Latino],2
2012,Plea Of Guilty,Home Invasion,Black,42
2012,Plea Of Guilty,Home Invasion,HISPANIC,1
2012,Plea Of Guilty,Home Invasion,White,12
2012,Plea Of Guilty,Home Invasion,White [Hispanic or Latino],14
2012,Plea Of Guilty,Homicide,Asian,1
2012,Plea Of Guilty,Homicide,Black,20
2012,Plea Of Guilty,Homicide,White,3
2012,Plea Of Guilty,Homicide,White [Hispanic or Latino],3
2012,Plea Of Guilty,Identity Theft,Asian,2
2012,Plea Of Guilty,Identity Theft,Black,89
2012,Plea Of Guilty,Identity Theft,HISPANIC,2
2012,Plea Of Guilty,Identity Theft,Unknown,1
2012,Plea Of Guilty,Identity Theft,White,29
2012,Plea Of Guilty,Identity Theft,White [Hispanic or Latino],13
2012,Plea Of Guilty,Impersonating Police Officer,Asian,1
2012,Plea Of Guilty,Impersonating Police Officer,Black,4
2012,Plea Of Guilty,Impersonating Police Officer,HISPANIC,1
2012,Plea Of Guilty,Impersonating Police Officer,White,6
2012,Plea Of Guilty,Intimidation,Black,9
2012,Plea Of Guilty,Intimidation,White,7
2012,Plea Of Guilty,Intimidation,White [Hispanic or Latino],10
2012,Plea Of Guilty,Kidnapping,Black,6
2012,Plea Of Guilty,Kidnapping,HISPANIC,1
2012,Plea Of Guilty,Kidnapping,White,5
2012,Plea Of Guilty,Kidnapping,White [Hispanic or Latino],3
2012,Plea Of Guilty,Major Accidents,Black,7
2012,Plea Of Guilty,Major Accidents,White,1
2012,Plea Of Guilty,Major Accidents,White [Hispanic or Latino],1
2012,Plea Of Guilty,Narcotics,,24
2012,Plea Of Guilty,Narcotics,American Indian,2
2012,Plea Of Guilty,Narcotics,Asian,31
2012,Plea Of Guilty,Narcotics,Black,6498
2012,Plea Of Guilty,Narcotics,HISPANIC,23
2012,Plea Of Guilty,Narcotics,Unknown,9
2012,Plea Of Guilty,Narcotics,White,1020
2012,Plea Of Guilty,Narcotics,White [Hispanic or Latino],841
2012,Plea Of Guilty,Narcotics,White/Black [Hispanic or Latino],36
2012,Plea Of Guilty,Obstructing Justice,Asian,1
2012,Plea Of Guilty,Obstructing Justice,Black,11
2012,Plea Of Guilty,Obstructing Justice,HISPANIC,1
2012,Plea Of Guilty,Obstructing Justice,White,6
2012,Plea Of Guilty,Obstructing Justice,White [Hispanic or Latino],2
2012,Plea Of Guilty,Official Misconduct,Black,1
2012,Plea Of Guilty,Official Misconduct,White,7
2012,Plea Of Guilty,Other Offense,,5
2012,Plea Of Guilty,Other Offense,Asian,15
2012,Plea Of Guilty,Other Offense,Black,247
2012,Plea Of Guilty,Other Offense,HISPANIC,5
2012,Plea Of Guilty,Other Offense,White,87
2012,Plea Of Guilty,Other Offense,White [Hispanic or Latino],44
2012,Plea Of Guilty,Pandering,Black,2
2012,Plea Of Guilty,Pandering,White,1
2012,Plea Of Guilty,Pandering,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Perjury,Black,3
2012,Plea Of Guilty,Police Shooting,Black,2
2012,Plea Of Guilty,Possession Of Burglary Tools,Black,5
2012,Plea Of Guilty,Possession Of Burglary Tools,White,2
2012,Plea Of Guilty,Possession of Contraband in Penal Institution,Black,15
2012,Plea Of Guilty,Possession of Contraband in Penal Institution,HISPANIC,1
2012,Plea Of Guilty,Possession of Contraband in Penal Institution,White [Hispanic or Latino],1
2012,Plea Of Guilty,Possession of Explosives,Black,1
2012,Plea Of Guilty,Possession of Explosives,White,3
2012,Plea Of Guilty,Possession of Shank in Penal Institution,Black,2
2012,Plea Of Guilty,Possession of Shank in Penal Institution,White,1
2012,Plea Of Guilty,Possession of Stolen Motor Vehicle,Black,291
2012,Plea Of Guilty,Possession of Stolen Motor Vehicle,HISPANIC,4
2012,Plea Of Guilty,Possession of Stolen Motor Vehicle,Unknown,1
2012,Plea Of Guilty,Possession of Stolen Motor Vehicle,White,43
2012,Plea Of Guilty,Possession of Stolen Motor Vehicle,White [Hispanic or Latino],87
2012,Plea Of Guilty,Possession of Stolen Motor Vehicle,White/Black [Hispanic or Latino],5
2012,Plea Of Guilty,PROMIS Conversion,,2
2012,Plea Of Guilty,PROMIS Conversion,ASIAN,11
2012,Plea Of Guilty,PROMIS Conversion,Black,671
2012,Plea Of Guilty,PROMIS Conversion,HISPANIC,160
2012,Plea Of Guilty,PROMIS Conversion,White,163
2012,Plea Of Guilty,PROMIS Conversion,White [Hispanic or Latino],12
2012,Plea Of Guilty,PROMIS Conversion,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Prostitution,Asian,5
2012,Plea Of Guilty,Prostitution,Black,223
2012,Plea Of Guilty,Prostitution,HISPANIC,1
2012,Plea Of Guilty,Prostitution,White,23
2012,Plea Of Guilty,Prostitution,White [Hispanic or Latino],15
2012,Plea Of Guilty,Reckless Discharge of Firearm,,2
2012,Plea Of Guilty,Reckless Discharge of Firearm,Black,36
2012,Plea Of Guilty,Reckless Discharge of Firearm,HISPANIC,1
2012,Plea Of Guilty,Reckless Discharge of Firearm,White,8
2012,Plea Of Guilty,Reckless Discharge of Firearm,White [Hispanic or Latino],10
2012,Plea Of Guilty,Reckless Homicide,Black,7
2012,Plea Of Guilty,Reckless Homicide,White,1
2012,Plea Of Guilty,Reckless Homicide,White [Hispanic or Latino],2
2012,Plea Of Guilty,Residential Burglary,,1
2012,Plea Of Guilty,Residential Burglary,Asian,4
2012,Plea Of Guilty,Residential Burglary,Biracial,1
2012,Plea Of Guilty,Residential Burglary,Black,536
2012,Plea Of Guilty,Residential Burglary,HISPANIC,10
2012,Plea Of Guilty,Residential Burglary,Unknown,1
2012,Plea Of Guilty,Residential Burglary,White,130
2012,Plea Of Guilty,Residential Burglary,White [Hispanic or Latino],112
2012,Plea Of Guilty,Residential Burglary,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Retail Theft,,35
2012,Plea Of Guilty,Retail Theft,American Indian,2
2012,Plea Of Guilty,Retail Theft,Asian,11
2012,Plea Of Guilty,Retail Theft,Black,1225
2012,Plea Of Guilty,Retail Theft,HISPANIC,39
2012,Plea Of Guilty,Retail Theft,Unknown,4
2012,Plea Of Guilty,Retail Theft,White,415
2012,Plea Of Guilty,Retail Theft,White [Hispanic or Latino],147
2012,Plea Of Guilty,Retail Theft,White/Black [Hispanic or Latino],3
2012,Plea Of Guilty,Robbery,,1
2012,Plea Of Guilty,Robbery,Asian,2
2012,Plea Of Guilty,Robbery,Black,500
2012,Plea Of Guilty,Robbery,HISPANIC,3
2012,Plea Of Guilty,Robbery,White,53
2012,Plea Of Guilty,Robbery,White [Hispanic or Latino],96
2012,Plea Of Guilty,Robbery,White/Black [Hispanic or Latino],4
2012,Plea Of Guilty,Sex Crimes,Asian,7
2012,Plea Of Guilty,Sex Crimes,Black,75
2012,Plea Of Guilty,Sex Crimes,HISPANIC,9
2012,Plea Of Guilty,Sex Crimes,White,64
2012,Plea Of Guilty,Sex Crimes,White [Hispanic or Latino],85
2012,Plea Of Guilty,Sex Crimes,White/Black [Hispanic or Latino],1
2012,Plea Of Guilty,Stalking,Black,9
2012,Plea Of Guilty,Stalking,HISPANIC,1
2012,Plea Of Guilty,Stalking,White,7
2012,Plea Of Guilty,Stalking,White [Hispanic or Latino],2
2012,Plea Of Guilty,Tampering,Black,1
2012,Plea Of Guilty,Tampering,White,2
2012,Plea Of Guilty,Tampering,White [Hispanic or Latino],1
2012,Plea Of Guilty,Theft,,13
2012,Plea Of Guilty,Theft,American Indian,1
2012,Plea Of Guilty,Theft,Asian,12
2012,Plea Of Guilty,Theft,Black,432
2012,Plea Of Guilty,Theft,HISPANIC,7
2012,Plea Of Guilty,Theft,Unknown,2
2012,Plea Of Guilty,Theft,White,201
2012,Plea Of Guilty,Theft,White [Hispanic or Latino],55
2012,Plea Of Guilty,Theft,White/Black [Hispanic or Latino],3
2012,Plea Of Guilty,Theft by Deception,,1
2012,Plea Of Guilty,Theft by Deception,Asian,2
2012,Plea Of Guilty,Theft by Deception,Black,13
2012,Plea Of Guilty,Theft by Deception,White,8
2012,Plea Of Guilty,Unlawful Restraint,Black,6
2012,Plea Of Guilty,Unlawful Restraint,White,2
2012,Plea Of Guilty,Unlawful Restraint,White [Hispanic or Latino],2
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,,10
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,Asian,8
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,Black,1554
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,HISPANIC,12
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,Unknown,1
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,White,77
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,White [Hispanic or Latino],198
2012,Plea Of Guilty,UUW - Unlawful Use of Weapon,White/Black [Hispanic or Latino],8
2012,Plea Of Guilty,Vehicular Hijacking,Black,39
2012,Plea Of Guilty,Vehicular Hijacking,White,8
2012,Plea Of Guilty,Vehicular Hijacking,White [Hispanic or Latino],11
2012,Plea Of Guilty,Vehicular Invasion,Black,6
2012,Plea Of Guilty,Vehicular Invasion,White [Hispanic or Latino],1
2012,Plea Of Guilty,Violate Bail Bond,,1
2012,Plea Of Guilty,Violate Bail Bond,Black,5
2012,Plea Of Guilty,Violate Bail Bond,White [Hispanic or Latino],3
2012,Plea Of Guilty,Violation of Sex Offender Registration,,1
2012,Plea Of Guilty,Violation of Sex Offender Registration,Black,11
2012,Plea Of Guilty,Violation of Sex Offender Registration,White,1
2012,Plea Of Guilty,Violation of Sex Offender Registration,White [Hispanic or Latino],2
2012,Plea Of Guilty,Violation Order Of Protection,Black,10
2012,Plea Of Guilty,Violation Order Of Protection,HISPANIC,1
